Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
JeU7bmE2Ee6_B7dmuAGt1Q,my oncle,An allusion to the opening lines of Alexander Pushkin's novel-in-verse *Eugene Onegin*. Read the original [here](https://ilibrary.ru/text/436/p.2/index.html) and an English translation [here](https://www.gutenberg.org/files/23997/23997-h/23997-h.htm).,,['intertextuality'],"arted.
  Silych, I said, why is "," to me endlessly writing?
  100 ",my <em>oncle,</em> to me endlessly writing?</,19036,19044,/div[1]/main[1]/article[1]/ul[8]/li[99],/div[1]/main[1]/article[1]/ul[8]/li[99]/em[1],11. Again the Notes,11,en,none,[],[],False
fFMyTNjJEe-Tlv9eKVya3Q,Style,"In a letter dated April 5, 1984, Sokolov wrote to Don Barton Johnson: ""I can't say much about Nabokov. His name had been in the air in Moscow for a long time — I think since the early 60s. All literature connoisseurs knew that somewhere in the West there was some Nabokov who had written some *Lolita*, which was sometimes mentioned in *Lit. gazeta* in a negative context, in a negative way: they'd call it a pornographic little thing. But most readers had never read any of his books then, back in the 60s. I was one of them. One day, I think in the spring of 1960, my school friend brought *Invitation to a Beheading* to class and let me hold the novel for a few minutes. In these few minutes, I managed to read two pages. That was the end of my acquaintance with Nabokov — it was interrupted for 15 years. In 1975, already in Vienna, I read *Lolita* in Russian. Then *The Gift*. The author's style surprised me. I was surprised by the fact that it looked like mine. More precisely, mine was similar to his style. It became clear that Nabokov had already achieved what I had only dreamed of. It was necessary to look for workarounds, to look for reserves. The result of my search was the book *Between  Dog*.... If I had encountered Nabokov before, then *A School for Fools* would probably have been written differently. It's logical to say that Nabokov had a 'repulsive' influence on me — repulsive from oneself. After all, it's impossible to write like before if suddenly you realize that this has already been written before you. Pushing away from Nabokov, I found a stylistic layer previously unknown to me. It turned out to be so unusual that *Dog* remained a closed book for many, and I was considered an incorrigible innovator. After writing *Palisandriia*, I read *Pale Fire* and found a number of similarities in the style of this book and a bridge. But there are still more differences than similarities. Therefore, it should be assumed that the repulsion takes place successfully"" (Box 12, Folder 5, Don Johnson Papers, UC Santa Barbara Special Research Collections).",,['archive'],e twentieth accordin to the Old ,", it’s Ilya’s 
name day and her ",Style,", it’s Ilya’s 
name day and her ",19039,19044,/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[40]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[40]/hypothesis-highlight[1],08. Discords Beyond the Itil,08,en,full,[],[],False
Kiu_uGE2Ee6wWz9oryyzwQ,oncle,French: uncle.,,['foreign'],"ed.
  Silych, I said, why is my "," to me endlessly writing?
  100 ",oncle,</em> to me endlessly writing?,19039,19044,/div[1]/main[1]/article[1]/ul[8]/li[99]/em[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[8]/li[99]/em[1]/hypothesis-highlight[1],11. Again the Notes,11,en,full,[],[],False
3O31vl76Ee6Ri_9bIEK-kQ,spindle-legs,"Colloquial: nickname for a tall, lean person (string bean, beanpole, lanky, stretch). Mentioned in chapter 4 (R177/E49.)",,"['register/style', 'intratextuality']"," 
miller’s helper, a dimwit and ",", who, answering your 
question—",spindle-legs,", who, answering your 
question—",19044,19056,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Pictures from an Exhibition,09,en,none,[],[],False
xbsx0IACEe6Ty6vSE6_m_w,Ilya’s,"Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the *Zaitil'shchina*, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644). ",,"['character', 'intertextuality', 'folklore']","accordin to the Old Style, it’s "," 
name day and her day off for o",Ilya’s," 
name day and her day off for o",19051,19057,/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[41],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[41],08. Discords Beyond the Itil,08,en,full,[],[],False
H4587mO7Ee6a_1_dwYkLFw,Pyotr,"Pyotr/Fyodor/Yegor. Pyotr, “one smart aleck from Sloboda” (R173/E43), is Pavel’s uncle and is sent by his nephew in Gorodnishche to find yeast (when the story is retold in chapter 14, it is the uncle asking Pavel to get yeast). He is alternatively called Fyodor and Yegor: the choice seems to be guided by the presence of the vowels ""e/ë"" and ""o."" The name Pyotr, from Greek, means “stone.” The apostle Peter (Simon Peter), in origin a fisherman, is considered the first Christian Pope. Peter denied Jesus three times during the events of the crucifixion, as Jesus had predicted (see [Matthew 26:69–75](https://www.biblegateway.com/passage/?search=Matthew+26%3A69–75&version=NIV;NRT)). Fyodor (Theodore) means “God’s gift.” The name Egor is a variation of the name Georgy (George), from the Greek “farmer.” He was immortalized as a saint through the legend of the Dragon (Saint George the Dragon-slayer). In chapter 10 this character is challenged to hang himself, which results in his suicide.",,"['intratextuality', 'character', 'religion', 'foreign', 'explanatory']",ft to our backwater and states: , should not have gone with that ,Pyotr, should not have gone with that ,19063,19068,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],10. Dzynzyrella's,10,en,none,[],[],False
FtY_hGYNEe6qaUuF7lI0Ng,embarcadero,Spanish: embarkment. Boat motif.,,"['foreign', 'motif']",amboat was dockin at the proper ,". We disembarked, looked around,",embarcadero,". We disembarked, looked around,",19063,19074,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],14. Accordin to Ilya Petrikeich,14,en,none,[],[],False
w_CY0OjxEey1Qsd87yYFWQ,"вне 
зазрения",Typically: *без* зазрения (without remorse).,"Обычно: без зазрения (не испытывая стеснения, стыда).","['register/style', 'phraseologism']",акитов куст и выступает на край ,". Ну и что же, а мне с башмачным","вне 
зазрения",". Ну и что же, а мне с башмачным",19067,19080,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
eRT9_IuEEe2Hjz_IY8g9Fg,кочегар кочегару,Stoker — person who mans the fire for powering a ship (or a building).,,"['explanatory', 'character']",". И я, говорит, сказал тогда — 
",": тоже мне, кореш еще называется",кочегар кочегару,": тоже мне, кореш еще называется",19079,19095,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Заитильщина,12,ru,none,[],[],False
T2XSGBc3Ee2PTaNb89UkBg,Ничего не попишешь,"Set expression: no way out, no other way, it is what it is.",Устойчивое выражение: нет выбора.,['phraseologism'],"разоряется, не 
то — пристрелю. "," — пришлось шагать, ну и оторвал",Ничего не попишешь," — пришлось шагать, ну и оторвал",19087,19105,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
-FVKoujyEeyFPqfCVlsr0A,"мне с башмачным шнуром заколдобило, 
захлестнулась продернутая тесьма. Перервать бы — шалишь, категория попалась упористая. Короче, зубами я узел тот развязал: пребывали еще в наличии.","Ilya's struggle with his footwear echoes that of Cinderella. D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.",Трудности Ильи с обувью напоминают похожую проблему Золушки. Мотив обуви.,"['intertextuality', 'symbol', 'motif']","й вне 
зазрения. Ну и что же, а ", И стояла Орина в одном лишь гро,"мне с башмачным шнуром заколдобило, 
захлестнулась продернутая тесьма. Перервать бы — шалишь, категория попалась упористая. Короче, зубами я узел тот развязал: пребывали еще в наличии.", И стояла Орина в одном лишь гро,19097,19281,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
lK4yBmUqEe6b9uOIPUWjWg,"On the Don’s shore, a branch of 
maple, and on your kerchief, soaked through with tears","The final lines from the prison camp song ""In Kolyma."" Read the lyrics and variations thereof [here](http://a-pesni.org/dvor/nakolyme.php). Listen to a recording by Vladimir Vysotsky [here](https://www.youtube.com/watch?v=no5qkhNIFIE).",,"['intertextuality', 'music']","u both 
right now—nobody knows. ",". You 
were called around the ba","On the Don’s shore, a branch of 
maple, and on your kerchief, soaked through with tears",". You 
were called around the ba",19100,19187,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Discords Beyond the Itil,12,en,none,[],[],False
mwJlJJdDEe2OLX8-nxVgeg,скромном будущем,"Ilya uses ""скромном"" (modest) to modify the future. The sense is ""the near future.""","Илья использует ""скромном"" для изменения будущего. Смысл — ""ближайшее будущее"".",['time'],"видели, сколько слышали, зато в "," одного участника сподобятся, мо",скромном будущем," одного участника сподобятся, мо",19102,19118,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[],False
RQ_Brk17Ee6k6GPnZQVR_A,wolfmen,Hunters.,,['explanatory']," even ask. Well, but still—
the "," did not back off—but still, was",wolfmen," did not back off—but still, was",19106,19113,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
MT82rmE2Ee6SSoccE98AUw,"not even a hare to us, the curly","An allusion to the story of how Alexander Pushkin, the father of Russian letters, encountered a hare on the road while on his way to support the Decembrist Revolt and took it as a bad omen. ""Кучерявый"" (curly), a trait Pushkin is well known for, further strengthens this allusion.  Here, the curly-headed quality has shifted from the hare in line 22 of the poem to the lyric persona.",,"['intertextuality', 'intratextuality']","0  For no reason, he responded, ",".
  In the meantime, in Bydogosh","not even a hare to us, the curly",".</li>
  ",19106,19138,/div[1]/main[1]/article[1]/ul[8]/li[100],/div[1]/main[1]/article[1]/ul[8]/li[100],11. Again the Notes,11,en,none,[],[],False
pru4VmUqEe6pbC9KMVpdIg,Don,"One of Russia's largest [rivers](https://www.google.com/maps/place/Don+River/@50.4962122,41.2436177,6z/data=!3m1!4b1!4m5!3m4!1s0x40e257c74b75da45:0xb91a2bac928b9b1d!8m2!3d49.9866519!4d40.8330293) and a major transportation route.",,"['location', 'Russia']","
right now—nobody knows. On the ","’s shore, a branch of 
maple, an",Don,"’s shore, a branch of 
maple, an",19107,19110,/div[1]/main[1]/article[1]/p[4]/hypothesis-highlight[12],/div[1]/main[1]/article[1]/p[4]/hypothesis-highlight[12],12. Discords Beyond the Itil,12,en,full,['https://upload.wikimedia.org/wikipedia/commons/0/0c/Donrivermap.png'],[''],False
jnPbPIuEEe2sb2_tkBt0Ag,кореш,"Low: buddy, chum, crony.","Просторечное: дружок, приятель.",['register/style']," — 
кочегар кочегару: тоже мне, "," еще называется, кочегарически 
",кореш," еще называется, кочегарически 
",19107,19112,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Заитильщина,12,ru,none,[],[],False
FDifpOjyEeyO2tcGxz0DEg,закол,An echo of the заколки (hairpins) that Orina holds in her teeth a few lines above.,"Отлогосок слова ""заколки"", которые Орина держит в зубах несколькими строками выше.","['sound play', 'intratextuality']","то же, а мне с башмачным шнуром ","добило, 
захлестнулась продернут",закол,"добило, 
захлестнулась продернут",19120,19125,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
My4W_ouREe2-0t-LMhNk2w,кочегарически,"Stoker — person who mans the fire for powering a ship (or a building). Here Sokolov plays with the words ""kochegar"" (stoker) and ""kategoricheskii"" (categorically), creating a new adverb.","Истопник — рабочий, обслуживающий топки паровых котлов корабля (или здания). Здесь Соколов обыгрывает слова ""кочегар"" и ""категорически"", создавая новое прилагательное.","['explanatory', 'character', 'neologism', 'language']","тоже мне, кореш еще называется, "," 
говоря, швабра ты после этого,",кочегарически," 
говоря, швабра ты после этого,",19129,19142,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Заитильщина,12,ru,none,[],[],False
scA8XmUqEe6LN9tV7bMofQ,maple,"Maple. As Ostanin notes, Sokolov was born in Canada, whose official emblem is the maple leaf (113). Epstein explains that ""Unlike the oak, the maple and the poplar trees do not have such a definite, formed figurative nucleus in Russian poetry. The fact is that even in folklore traditions associated with ancient pagan rituals, these trees did not play such a significant role. Poetic visions of them are mainly formed in the twentieth century [...]. If the oak is a representative of stout vitality, it is a kind of king and a man among the trees, then the maple is a frivolous guy, a little crazy, with an exuberant pile of uncombed hair [...]. The image of the maple is most developed in the poetry of Sergei Yesenin, where it acts as a sort of lyrical hero of the 'wood novel.' The image of the maple tree as a country boy, a walker, a suitor is most clearly depicted [...]. Another stable figurative motif associated with the maple is the toothedness of its leaves, which remotely resemble the shape of a heart, making the maple as if it were the patron saint of love [...]."" Here Epstein mentions in particular works by Fet, Blok, Zabolotsky, Akhmatova. “The maple is often associated with the concept of chastity, purity. In Fet's poetry the maple is said to be ‘virgin,' in Blok's it is 'fresh,' in Pasternak's there is 'not even a speck in the new maples…’” (50–53). Plant motif.",,"['motif', 'symbol']","n the Don’s shore, a branch of 
",", and on your kerchief, soaked t",maple,", and on your kerchief, soaked t",19133,19138,/div[1]/main[1]/article[1]/p[4]/hypothesis-highlight[12],/div[1]/main[1]/article[1]/p[4]/hypothesis-highlight[12],12. Discords Beyond the Itil,12,en,full,['https://upload.wikimedia.org/wikipedia/commons/c/cd/Acer_pseudoplatanus_005.jpg'],['XXX'],False
ydSo5JdDEe2SoGcRm9OMpw,"сподобятся, может быть, поклевать","Indeed, in the next line, Gury will fall into an ice hole and become food for the fish.","Действительно, в следующей строке Гурий провалится под лед и станет пищей для рыб.",['explanatory'],ромном будущем одного участника ,"; молись, рыбка большая и малень","сподобятся, может быть, поклевать","; молись, рыбка большая и малень",19136,19169,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[],False
HI_VUlrSEe6wcb-J6P66ow,Alfeyev,"Iakov Alfeev (James, son of Alphaeus) was one of the Twelve Apostles. He is also known as James the Less, or ""the minor,"" ""the little,"" ""the lesser,"" ""the younger."" In the next chapter, Yakov will acquire a different last name, Palamakhterov: his changing last names may also be ""justified"" by the implied semantic link existing between his first name and the word ""yakoby,"" literally maybe, perhaps.",,"['character', 'bible', 'language', 'intertextuality', 'religion']","s bonkers. At the same time, to ",", Yakov Ilyich, 
they stuck like",Alfeyev,", Yakov Ilyich, 
they stuck like",19148,19155,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,none,[],[],False
LFLGBNHpEe-9Tr8Qa_VK4w,"Alfeyev, Yakov Ilyich","When asked by D. Barton Johnson whether Yakov Ilych Palamakhterov and Yakov Ilych Alfeev are the same character, Sokolov responded in a letter dated March 3, 1981: ""yes, they are (approximately — because it's twilight, Between dog and wolf, Inter canem et lupum, *everything* more or less is approximate, even for me, the author) the same person"" (Box 12, Folder 5, Don Johnson Papers, UC Santa Barbara Special Research Collections).",,"['character', 'archive', 'explanatory']","s bonkers. At the same time, to ",", 
they stuck like leaves from b","Alfeyev, Yakov Ilyich",", 
they stuck like leaves from b",19148,19169,/div[1]/main[1]/article[1]/p[3]/hypothesis-highlight[21],/div[1]/main[1]/article[1]/p[3]/hypothesis-highlight[23],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,full,[],[],False
PVFJiGLUEe6Ft79Wo0Bo_Q,Time—close to five,At the hour between dog and wolf.,,"['time', 'theme']","de—
let’s go and have some fun. ",". Its weak, gentle 
air was gett",Time—close to five,". Its weak, gentle 
air was gett",19150,19168,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],08. Discords Beyond the Itil,08,en,none,[],[],False
ve9qnIuPEe2-zMOFABPHtQ,швабра,"Mop. Sokolov explains: ""Mop and bulkhead are euphemisms that are often used in the navy along with stronger, more obscene lexicon"" (personal communication, July 7, 2023).","Соколов объясняет: ""Швабра и переборка - эвфемизмы, которые часто употребляются на флоте наряду с более сильными, нецензурными лексическими единицами"" (личная переписка, 7 июля 2023).","['explanatory', 'language']","ывается, кочегарически 
говоря, "," ты после этого, а не матрос — и",швабра," ты после этого, а не матрос — и",19152,19158,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Заитильщина,12,ru,none,[],[],False
jHpqYlrSEe6SfN9agTHsgg,Yakov,"Although appearing only now, this polymorphic character occupies a central role in the novel, being at once a dogkeeper, a hunter, a poet, a painter, and possibly the only fictional author of the entire book.  In a reply to Smith, published in a 1987 article (""The Verse in Sasha Sokolov's *Between Dog and Wolf*""), Sokolov himself stated that: ""the verse chapters are written by Iakov. He has nothing to do with me, but he has to be and is 'sophisticated', because he is that same painter who is discussed in the prose chapters (not the ones from Il'ia) 'The Hunter's Tale', where he is the youth living in his mother's house; the boy in love with the simple-minded girl whom the sailors take under the boat; the sketcher, the author of the Self-Portrait in Uniform and so forth; (And, of course, here, in this chapter, he is the hunter and poet who is “not fresh and not young”); 'The Hunter's Tale, or Pictures from an Exhibition', where he is Iakov Il'ich Palamakhterov, 'the incorruptible witness who is journeying towards the end of his practical and pitiless time,' and imagines the scene from nineteenth-century ethnography in which his greatgrandfather takes part; 'Pictures from an Exhibition' (9), where he observes street scenes from the window of a cadet school; see also the other similar parts of the book, 13 and 16. They are written (all of them) from the point of view of an author, but that of a stylized author, i.e., once again, not directly from myself. Iakov is a poet, a painter, a dreamer, a member of the intelligentsia, who was born and grew up in the city. He is already grown up when he comes to the Itil” (327). Yakov plays a central role also in the structuring of the plot, as it is him who kills Ilya in revenge.",,"['character', 'structure']",". At the same time, to Alfeyev, "," Ilyich, 
they stuck like leaves",Yakov," Ilyich, 
they stuck like leaves",19157,19162,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,none,[],[],False
_CKryo7lEe-fQ9-U1ZvoRA,находились,"In previous editions (e.g. OGI, 2014): ""пребывали"" (were). 
","В предыдущих изданиях романа (например, ОГИ, 2014 г.): ""пребывали"".",['edition'],"че, зубами я узел тот развязал: ", еще в наличии. И стояла Орина в,находились, еще в наличии. И стояла Орина в,19160,19170,/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[174],/div[1]/main[1]/article[1]/p[2]/hypothesis-highlight[174],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[],False
N9L4_GE2Ee6XrH899VyUSw,Bydogoshch,"As Sokolov explains, there is no relation between this location and the Polish town of [Bydgoszcz](https://www.google.com/maps?output=search&q=bydgoszcz&entry=mc&sa=X&ved=2ahUKEwj4_sT8sbb_AhUaGVkFHWvIBHAQ0pQJegQICxAB) (personal communication, June 7, 2023). It is rather a misspelling of the village (and lake) of Vidogoshch by the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB), near Tver'. D.B. Johnson suggests that, while the living dwell in Gorodnishche, Bydogoshch is home for the dead (""Sokolov's *Between Dog and Wolf* and the Modernist Tradition"" 209).",,"['location', 'Russia', 'theme', 'setting']","he curly.
  In the meantime, in ",", all the alders—florescence.


",Bydogoshch,", all the alders—florescence.</l",19162,19172,/div[1]/main[1]/article[1]/ul[8]/li[101],/div[1]/main[1]/article[1]/ul[8]/li[101],11. Again the Notes,11,en,none,[],[],False
l-ZXdlrSEe6n-K_vFsglxQ,Ilyich,"Yakov Alfeev's patronymic suggests Ilya is his father. Yet, the suggestion is debatable. D.B. Johnson noted: ""Yakov is Ilya's son – to whatever extent anything is anything in the twilight world between dog and wolf. Both Yakov and Ilya remain unaware of this, however, and when their later lives as grinder and dogkeeper finally and fatally cross, they are equally unaware of their transient friendship in the hospital (...). [Yakov is] re-enacting the role of the lame Oedipus. He unwittingly both kills his father and (albeit not literally) 'marries' a version of his mother. Sokolov has restaged the Greek myth of Oedipus amid the headwaters of the Volga” (1984; 211-212). In fact, Ilya will be killed by Yakov in revenge, as the former (at twilight, while crossing the frozen river) takes one of the latter's dogs for a wolf and kills it. For a consideration of Sokolov's mythopoetics, see also Ashcheulova's ""Tvorchestvo Sashi Sokolova v kontekste literaturnogo protsessa 60-80-x godov.""",,['character'],"he same time, to Alfeyev, Yakov ",", 
they stuck like leaves from b",Ilyich,", 
they stuck like leaves from b",19163,19169,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,none,[],[],False
LB3cgpdEEe2s2hu0gRDHqg,"молись, рыбка большая и маленькая","A variation on a line from the folktale ""Sister Fox and Gray Wolf"": ""Ловись, рыбка, большая и маленькая!"" (Catch, little fish, big and small!"" Read the original [here](https://ped-kopilka.ru/semeinaja-biblioteka/skazki-dlja-detei-lisichka-sestrichka-i-seryi-volk.html) and an English translation [here](https://russian-crafts.com/russian-folk-tales/sister-fox-brother-wolf.html). Animal motif.","Вариация строки из сказки ""Лисичка-сестричка и серый волк"": ""Ловись, рыбка, большая и маленькая!"" Ознакомиться с ней можно [по ссылке](https://ped-kopilka.ru/semeinaja-biblioteka/skazki-dlja-detei-lisichka-sestrichka-i-seryi-volk.html). Мотив животных.","['intertextuality', 'motif']","добятся, может быть, поклевать; ",". Начал 
Гурий за пару верст до ","молись, рыбка большая и маленькая",". Начал 
Гурий за пару верст до ",19171,19204,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],14. От Ильи Петрикеича,14,ru,none,[],[],False
em_9RlrSEe6MPQvyFldqxA,they stuck like leaves from bathhouse twigs,"Literally, these kids are annoying like birch twigs used in a Russian *banya*, a type of sauna, to improve circulation. Boguslawski literally translated this Russian set expression.",,"['Russia', 'phraseologism', 'translation']","ime, to Alfeyev, Yakov Ilyich, 
",". And he was a poet, 
a versifie",they stuck like leaves from bathhouse twigs,". And he was a poet, 
a versifie",19172,19215,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,none,[],[],False
icZ_8hc3Ee2z-0vhNQNv9w,фашины,"A bundle of brushwood or other similar material used to strengthen a structure or to create a path. They are frequently used around water. Plant motif. Perhaps also an echo of ""фашист"" given the WWII theme. ","Перевязанный пучок хвороста или подобного материала, использующийся для укрепления структур и прокладывания пути. Мотив растений. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/e/ef/Templin_channel.jpg)

Возможно, отголосок слова ""фашист"", учитывая тему Второй мировой войны.","['explanatory', 'sound play', 'motif']","онечно, и выбросило к лешему за ",". Орал, признается, А
как резаны",фашины,". Орал, признается, А
как резаны",19173,19179,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Заитильщина Дзындзырэлы,04,ru,none,['https://upload.wikimedia.org/wikipedia/commons/e/ef/Templin_channel.jpg'],[''],False
V2lnRmE2Ee61WBPsBsw16g,alders,Alder trees. Elderberries in the original Russian. Plant motif.,,"['motif', 'translation']","eantime, in Bydogoshch, all the ","—florescence.


Note XXVII

Not ",alders,"—florescence.</li>
",19182,19188,/div[1]/main[1]/article[1]/ul[8]/li[101],/div[1]/main[1]/article[1]/ul[8]/li[101],11. Again the Notes,11,en,none,['https://upload.wikimedia.org/wikipedia/commons/7/71/Alder_trees_by_the_Beaulieu_River_at_Longwater_Lawn.jpg'],[''],False
LUWcCmO7Ee6CS5evwoSvOw,her,"That is, the dame.",,['explanatory'],"n, 
it’s not you who is choosin "," but other way around. Doesn’t 
",her," but other way around. Doesn’t 
",19200,19203,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],10. Dzynzyrella's,10,en,none,[],[],False
1kpopIuEEe2eCHs-ggqkoA,переборка,A vertical wall inside a ship (or airplane). Boat motif.,Вертикальная стена внутри корабля (или самолета). Мотив лодки.,['motif'],"того, а не матрос — и мать твоя ",".



      
    

    

    

  ",переборка,".</p>

",19201,19210,/div[1]/main[1]/article[1]/p[4],/div[1]/main[1]/article[1]/p[4],12. Заитильщина,12,ru,none,['https://upload.wikimedia.org/wikipedia/commons/1/11/Compartments_and_watertight_subdivision_of_a_ship%27s_hull_%28Seaman%27s_Pocket-Book%2C_1943%29_%28cropped%29.jpg'],[''],False
QNG1Agz-Ee2W9Kf2yddeMw,как резаный,Set expression: really loud.,Устойчивое выражение: очень громко.,['phraseologism']," за фашины. Орал, признается, А
",". Поэт, былинник был речистый Як",как резаный,". Поэт, былинник был речистый Як",19201,19212,/div[1]/main[1]/article[1]/p[3],/div[1]/main[1]/article[1]/p[3],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
xSTCDOjyEeywgmcojKG8rg,упористая,"A low-style form of упорный (stubborn, persistent).","Просторечная форма слова ""упорный"" (упрямый).",['register/style'],"бы — шалишь, категория попалась ",". Короче, зубами я узел тот разв",упористая,". Короче, зубами я узел тот разв",19210,19219,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
